frame index,epsilon,speed,mean reward,game reward
3499,0.9766733333333333,7692.649476750458,22.92,17.0
3586,0.9760933333333334,9396.519750733893,23.64,87.0
3610,0.9759333333333333,7350.905213962319,23.6,24.0
3640,0.9757333333333333,14924.578341833709,23.63,30.0
3651,0.97566,2117.849162267615,23.59,11.0
3664,0.9755733333333333,4386.9942875533025,23.58,13.0
3706,0.9752933333333333,18198.42644628099,23.83,42.0
3737,0.9750866666666667,6192.476258513121,23.73,31.0
3748,0.9750133333333333,19716.813675213674,23.73,11.0
3760,0.9749333333333333,10609.537942664418,23.44,12.0
3782,0.9747866666666667,5220.632984441301,23.38,22.0
3801,0.97466,4390.005839255219,23.26,19.0
3817,0.9745533333333334,10694.6396812749,23.3,16.0
3839,0.9744066666666666,13751.816393442623,23.38,22.0
3868,0.9742133333333334,17047.626629292223,23.5,29.0
3917,0.9738866666666667,19506.539104024298,23.65,49.0
3951,0.97366,4557.569063598594,23.77,34.0
3971,0.9735266666666667,8343.55281480008,23.57,20.0
3988,0.9734133333333334,13765.090347490348,23.57,17.0
4021,0.9731933333333334,20182.56517935258,23.75,33.0
4039,0.9730733333333333,11349.589897775106,23.77,18.0
4057,0.9729533333333333,15709.003745318352,23.69,18.0
4071,0.97286,12770.825576337538,23.45,14.0
4082,0.9727866666666667,12154.200210748157,23.31,11.0
4096,0.9726933333333333,1652.3230344982835,23.23,14.0
4126,0.9724933333333333,13357.656050955415,23.28,30.0
4148,0.9723466666666667,13180.215397800313,23.2,22.0
4164,0.97224,13899.930405965202,23.24,16.0
4180,0.9721333333333333,10848.506951180085,23.28,16.0
4193,0.9720466666666666,14114.924152213305,23.32,13.0
4202,0.9719866666666667,9020.008602150538,23.02,9.0
4219,0.9718733333333334,4141.439739792066,22.82,17.0
4275,0.9715,8792.431833495546,23.17,56.0
4285,0.9714333333333334,9795.198505371322,23.04,10.0
4324,0.9711733333333333,11747.063267504489,23.31,39.0
4357,0.9709533333333333,4678.769293175134,23.5,33.0
4409,0.9706066666666666,11675.167710508003,23.68,52.0
4430,0.9704666666666667,17658.45709703288,23.77,21.0
4452,0.97032,11982.169588365148,23.87,22.0
4480,0.9701333333333333,8087.6325321947525,24.04,28.0
4511,0.9699266666666667,3198.21483212397,24.05,31.0
4537,0.9697533333333334,9924.63633054241,23.97,26.0
4553,0.9696466666666667,23358.462930734426,24.0,16.0
4617,0.96922,24710.987388382582,24.38,64.0
4666,0.9688933333333334,5463.946828308609,24.35,49.0
4692,0.96872,14122.23569023569,24.48,26.0
4710,0.9686,6241.00785318674,24.41,18.0
4737,0.9684200000000001,21934.18710052295,24.55,27.0
4748,0.9683466666666667,5142.3700401248325,24.55,11.0
4767,0.96822,15249.096058170686,24.26,19.0
4784,0.9681066666666667,2490.505344044708,24.23,17.0
4808,0.9679466666666666,19576.681446907816,24.27,24.0
4823,0.9678466666666666,13489.399656946827,24.2,15.0
4849,0.9676733333333334,15922.310410278873,24.32,26.0
4873,0.9675133333333333,25890.765432098764,24.22,24.0
4908,0.96728,28644.02731707317,24.45,35.0
4921,0.9671933333333333,23686.338835794963,24.41,13.0
4960,0.9669333333333333,16365.968584292146,24.11,39.0
4974,0.96684,2918.5017892644137,23.88,14.0
5033,0.9664466666666667,10978.879148181011,24.32,59.0
5048,0.9663466666666667,18006.45678305667,24.24,15.0
5067,0.96622,24997.42032622334,24.29,19.0
5088,0.96608,14401.632439502942,24.37,21.0
5109,0.96594,17226.75220027381,24.22,21.0
5122,0.9658533333333333,22410.995478832716,23.76,13.0
5171,0.9655266666666666,24304.741721854305,23.88,49.0
5183,0.9654466666666667,2199.040894792031,23.69,12.0
5219,0.9652066666666667,10178.290798786653,23.85,36.0
5252,0.9649866666666667,17788.463179539904,23.86,33.0
5267,0.9648866666666667,11303.370463528567,23.83,15.0
5307,0.96462,26181.67290886392,24.09,40.0
5334,0.96444,21355.12125212144,24.09,27.0
5356,0.9642933333333333,22566.565908535093,24.11,22.0
5370,0.9642,13083.836007130125,24.13,14.0
5399,0.9640066666666667,3516.880124906031,24.26,29.0
5418,0.96388,11529.481481481482,24.36,19.0
5436,0.96376,11726.851817334576,24.4,18.0
5461,0.9635933333333333,22381.558164354323,24.47,25.0
5476,0.9634933333333333,23327.608453837598,24.47,15.0
5506,0.9632933333333333,15053.130757267616,24.66,30.0
5552,0.9629866666666667,4592.66803142109,24.88,46.0
5571,0.96286,5854.953787377856,24.85,19.0
5585,0.9627666666666667,22042.13813813814,24.7,14.0
5597,0.9626866666666667,21978.88558951965,24.43,12.0
5608,0.9626133333333333,22638.53974484789,24.42,11.0
5632,0.9624533333333334,27243.111231393774,24.51,24.0
5646,0.96236,14211.097773475314,24.52,14.0
5704,0.9619733333333333,7461.800871112202,24.98,58.0
5717,0.9618866666666667,2284.766478106013,24.76,13.0
5732,0.9617866666666667,14150.823211875844,24.78,15.0
5773,0.9615133333333333,22828.416832603212,25.06,41.0
5787,0.9614199999999999,4950.282920249536,25.01,14.0
5811,0.96126,15882.50173556327,25.04,24.0
5845,0.9610333333333333,12039.369860700717,25.25,34.0
5855,0.9609666666666666,5040.01922614756,25.16,10.0
5871,0.96086,16950.963374589544,25.12,16.0
5900,0.9606666666666667,19115.954109696682,24.87,29.0
5926,0.9604933333333333,19578.438779174146,25.01,26.0
5936,0.9604266666666667,16150.573738929534,24.8,10.0
5987,0.9600866666666666,16325.23116843471,25.05,51.0
6008,0.9599466666666666,19757.825033647376,25.09,21.0
6020,0.9598666666666666,8791.55423580786,24.34,12.0
6036,0.95976,18672.471897607124,24.26,16.0
6049,0.9596733333333334,11670.794520547945,24.09,13.0
6068,0.9595466666666667,16492.50331125828,24.17,19.0
6096,0.95936,12206.684544226171,24.32,28.0
6119,0.9592066666666667,13999.27325497025,24.13,23.0
6130,0.9591333333333333,13029.467382095454,23.93,11.0
6142,0.9590533333333333,21281.880761099364,23.94,12.0
6154,0.9589733333333333,13393.200638637572,23.94,12.0
6176,0.9588266666666667,11727.845449923741,23.94,22.0
6189,0.95874,16032.32931490738,23.88,13.0
6205,0.9586333333333333,16513.007874015748,23.88,16.0
6227,0.9584866666666667,19365.09716684155,23.88,22.0
6238,0.9584133333333333,17292.857571214394,23.7,11.0
6253,0.9583133333333334,24711.139041633935,23.36,15.0
6270,0.9582,12472.130138184362,23.19,17.0
6280,0.9581333333333333,19608.714352501167,23.09,10.0
6295,0.9580333333333333,10943.565837536962,23.07,15.0
6319,0.9578733333333334,21290.883248730963,22.98,24.0
6336,0.95776,14047.117415287628,22.97,17.0
6350,0.9576666666666667,6862.24798410658,22.93,14.0
6366,0.95756,22756.48151915904,22.95,16.0
6384,0.95744,25428.58605591108,23.02,18.0
6433,0.9571133333333334,25245.165950128976,23.37,49.0
6453,0.9569799999999999,20365.64214615198,23.27,20.0
6514,0.9565733333333333,25083.58274509804,23.66,61.0
6573,0.95618,11168.657128672654,24.09,59.0
6591,0.95606,15410.792406613595,24.11,18.0
6606,0.95596,15911.623672230653,24.13,15.0
6618,0.95588,22379.567807914627,24.16,12.0
6633,0.95578,24585.603751465416,24.14,15.0
6658,0.9556133333333333,17733.400980889564,23.83,25.0
6681,0.95546,20683.7461406518,23.96,23.0
6698,0.9553466666666667,18763.991578947367,23.74,17.0
6712,0.9552533333333333,17094.688791848617,23.55,14.0
6736,0.9550933333333333,21583.039451114924,23.27,24.0
6754,0.9549733333333333,23906.73590880304,23.24,18.0
6778,0.9548133333333333,12455.24573125464,23.26,24.0
6803,0.9546466666666666,25175.8943577431,23.23,25.0
6815,0.9545666666666667,23258.617375231053,23.04,12.0
6838,0.9544133333333333,18368.048743335872,23.01,23.0
6852,0.9543200000000001,12787.512195121952,22.99,14.0
6884,0.9541066666666667,14981.329166201585,22.67,32.0
6897,0.95402,19878.218009478675,22.31,13.0
6921,0.95386,10461.785075867803,22.29,24.0
6941,0.9537266666666666,20661.5960591133,22.31,20.0
6956,0.9536266666666666,8843.767219567051,22.19,15.0
6980,0.9534666666666667,15553.66131025958,22.32,24.0
6992,0.9533866666666667,10967.890172150795,22.25,12.0
7001,0.9533266666666667,19650.565330557,22.17,9.0
7028,0.9531466666666667,14770.60232163819,22.2,27.0
7056,0.95296,21391.714389799636,22.33,28.0
7065,0.9529,11002.254736228504,22.16,9.0
7088,0.9527466666666666,10393.12561947856,22.15,23.0
7118,0.9525466666666667,16521.680672268907,22.1,30.0
7166,0.9522266666666667,15453.376727049432,22.45,48.0
7193,0.9520466666666667,19106.83448624937,22.33,27.0
7212,0.95192,14890.092675635276,22.38,19.0
7230,0.9518,23526.790900592085,21.97,18.0
7241,0.9517266666666666,13380.900232018561,21.93,11.0
7266,0.95156,20064.600076540373,21.99,25.0
7280,0.9514666666666667,16729.417663817665,21.92,14.0
7307,0.9512866666666666,8189.03810832309,21.98,27.0
7317,0.95122,11326.772886848501,21.95,10.0
7350,0.951,17206.86623570363,21.79,33.0
7372,0.9508533333333333,19264.026722338203,21.89,22.0
7394,0.9507066666666667,11428.621253405994,21.75,22.0
7422,0.95052,18905.426915647135,21.7,28.0
7435,0.9504333333333334,16792.71696951032,21.68,13.0
7453,0.9503133333333333,19166.65955826352,21.46,18.0
7464,0.95024,10358.631342613382,21.3,11.0
7490,0.9500666666666666,13807.534059255508,21.34,26.0
7503,0.94998,15385.426636568849,21.33,13.0
7531,0.9497933333333334,14568.975561344747,21.32,28.0
7552,0.9496533333333333,13628.405384496364,21.34,21.0
7566,0.94956,17476.266666666666,21.3,14.0
7582,0.9494533333333334,22888.42564802183,21.21,16.0
7630,0.9491333333333334,20680.697688751927,21.54,48.0
7665,0.9489,17012.474214856877,21.59,35.0
7698,0.94868,18109.64699725239,21.46,33.0
7715,0.9485666666666667,2213.902816157978,21.44,17.0
7757,0.9482866666666667,4532.166199284777,21.72,42.0
7779,0.94814,13221.763576443616,21.82,22.0
7814,0.9479066666666667,21235.446260668305,22.06,35.0
7835,0.9477666666666666,18816.5742362743,22.03,21.0
7855,0.9476333333333333,15383.47331743994,22.09,20.0
7872,0.94752,23704.510638297874,21.68,17.0
7896,0.94736,20708.351368031268,21.79,24.0
7916,0.9472266666666667,18795.895137799685,21.84,20.0
8002,0.9466533333333333,9390.80325948296,22.29,86.0
8016,0.94656,22000.845260397153,22.29,14.0
8028,0.94648,22805.458994109653,22.17,12.0
8038,0.9464133333333333,22274.583112055232,21.93,10.0
8062,0.9462533333333334,27466.110777626192,22.07,24.0
8080,0.9461333333333334,10766.895607529948,22.09,18.0
8109,0.94594,26465.364664926023,22.09,29.0
8123,0.9458466666666667,14658.07688467299,21.97,14.0
8141,0.9457266666666667,19645.45199063232,22.05,18.0
8154,0.94564,22138.023548518067,21.67,13.0
8166,0.94556,23618.793054903803,21.58,12.0
8186,0.9454266666666666,3876.615370396044,21.66,20.0
8223,0.94518,7632.007868594473,21.87,37.0
8236,0.9450933333333333,20638.13474640424,21.87,13.0
8263,0.9449133333333334,16474.57201047425,21.95,27.0
8276,0.9448266666666667,13638.307153576789,21.8,13.0
8287,0.9447533333333333,13892.605841613971,21.68,11.0
8311,0.9445933333333333,18707.17264448987,21.81,24.0
8321,0.9445266666666666,20078.046912398277,21.79,10.0
8335,0.9444333333333333,15436.450052576236,21.81,14.0
8350,0.9443333333333334,2701.7030961480655,21.74,15.0
8371,0.9441933333333333,7189.061704211557,21.82,21.0
8411,0.9439266666666667,17081.26247200163,22.06,40.0
8444,0.9437066666666667,19903.944779982743,22.17,33.0
8461,0.9435933333333333,13047.240256175663,22.23,17.0
8526,0.94316,26415.05280496076,22.73,65.0
8555,0.9429666666666666,4878.271276169086,22.85,29.0
8571,0.94286,4707.0817142456335,22.91,16.0
8593,0.9427133333333333,11614.183511642543,22.98,22.0
8607,0.94262,16352.06237816764,22.88,14.0
8659,0.9422733333333333,19236.532721820426,23.23,52.0
8686,0.9420933333333333,15001.48469996026,23.36,27.0
8711,0.9419266666666667,4424.184633559766,23.45,25.0
8719,0.9418733333333333,4447.240821736249,23.35,8.0
8761,0.9415933333333333,16901.15782404298,23.28,42.0
8783,0.9414466666666667,25027.037700027122,23.3,22.0
8818,0.9412133333333333,21393.273098222093,23.04,35.0
8831,0.9411266666666667,13266.65498783455,22.58,13.0
8851,0.9409933333333333,14693.6556314591,22.6,20.0
8865,0.9409,22768.614191547113,22.59,14.0
8901,0.94066,28848.86205578907,22.83,36.0
8915,0.9405666666666667,2690.7508591852634,22.82,14.0
8981,0.9401266666666667,10892.581411820256,23.23,66.0
8992,0.9400533333333333,13719.103181683022,23.11,11.0
9016,0.9398933333333334,9917.566108374383,23.18,24.0
9035,0.9397666666666666,20319.16777154513,23.23,19.0
9048,0.93968,13731.038025686225,23.12,13.0
9064,0.9395733333333334,13246.913541255428,23.1,16.0
9085,0.9394333333333333,15919.100668714982,23.07,21.0
9122,0.9391866666666666,18032.680455496167,23.19,37.0
9140,0.9390666666666667,8443.018564079624,23.25,18.0
9153,0.93898,8513.029195940671,23.15,13.0
9188,0.9387466666666666,22848.348638132295,23.36,35.0
9215,0.9385666666666667,15854.15203695926,23.31,27.0
9242,0.9383866666666667,17484.361278369615,23.45,27.0
9255,0.9383,10822.936085748313,23.34,13.0
9277,0.9381533333333333,24751.79399141631,23.36,22.0
9314,0.9379066666666667,24715.599299251473,23.58,37.0
9343,0.9377133333333333,13982.620531095528,23.63,29.0
9364,0.9375733333333334,14936.473461081907,23.72,21.0
9389,0.9374066666666667,19346.420664206642,23.88,25.0
9404,0.9373066666666666,7836.890881913303,23.76,15.0
9417,0.9372199999999999,14641.770139634802,23.61,13.0
9430,0.9371333333333334,22111.091646390916,23.65,13.0
9454,0.9369733333333333,18059.435952637243,23.66,24.0
9479,0.9368066666666667,25407.705354979404,23.61,25.0
9491,0.9367266666666667,5535.208182118113,23.25,12.0
9501,0.93666,16743.72854291417,23.08,10.0
9514,0.9365733333333334,19691.56807511737,23.02,13.0
9532,0.9364533333333334,25065.561752988047,23.02,18.0
9564,0.93624,22006.513854730285,23.23,32.0
9575,0.9361666666666667,20791.95313204146,23.09,11.0
9593,0.9360466666666667,10044.90047897818,23.13,18.0
9619,0.9358733333333333,25461.569927620825,23.12,26.0
9632,0.9357866666666667,14724.804752903052,23.15,13.0
9646,0.9356933333333334,10892.275273604155,22.96,14.0
9658,0.9356133333333333,13259.127502634352,22.86,12.0
9678,0.93548,10747.736066623958,22.84,20.0
9738,0.93508,18355.816192560174,23.16,60.0
9753,0.93498,22083.032643032642,23.18,15.0
9779,0.9348066666666667,16980.987854251012,23.26,26.0
9802,0.9346533333333333,19461.164413960058,23.38,23.0
9851,0.9343266666666666,12117.262897234832,23.61,49.0
9872,0.9341866666666667,9551.115159401432,23.69,21.0
9885,0.9341,15654.881424059718,23.54,13.0
9920,0.9338666666666666,8780.467731323644,23.68,35.0
9944,0.9337066666666667,14650.457866394994,23.78,24.0
9961,0.9335933333333333,22457.690708661416,23.79,17.0
9971,0.9335266666666666,22381.558164354323,23.41,10.0
9994,0.9333733333333334,14956.432868217054,23.29,23.0
10020,0.9332,219.29060877468862,23.22,26.0
10042,0.9330533333333333,458.0457377154969,23.27,22.0
10058,0.9329466666666667,395.5397963032818,23.01,16.0
10072,0.9328533333333333,378.603428821963,22.93,14.0
10086,0.93276,386.26156740471777,22.72,14.0
10105,0.9326333333333333,417.9675137020428,22.7,19.0
10121,0.9325266666666667,381.58004446440856,22.66,16.0
10135,0.9324333333333333,82.49173400465278,22.63,14.0
10151,0.9323266666666666,396.21703449171656,22.55,16.0
10168,0.9322133333333333,386.3204637806794,22.52,17.0
10180,0.9321333333333334,424.2956568653898,21.78,12.0
10189,0.9320733333333333,279.5374407582938,21.73,9.0
10209,0.93194,373.6723521210204,21.81,20.0
10246,0.9316933333333334,426.6159970090827,22.08,37.0
10280,0.9314666666666667,343.75645961041056,22.18,34.0
10299,0.9313400000000001,398.5126792116936,22.19,19.0
10308,0.93128,301.3173476799783,21.99,9.0
10355,0.9309666666666667,180.18712992737025,22.32,47.0
10369,0.9308733333333333,145.7584669612272,22.28,14.0
10379,0.9308066666666667,75.15784871323463,22.25,10.0
10398,0.93068,172.50011580562838,22.32,19.0
10408,0.9306133333333333,195.61707724309048,22.22,10.0
10475,0.9301666666666667,153.53099183825776,22.52,67.0
10495,0.9300333333333334,270.2593825207561,22.59,20.0
10559,0.9296066666666667,205.48997296984888,22.96,64.0
10572,0.92952,166.6965823593613,22.96,13.0
10584,0.92944,394.57234242709313,22.97,12.0
10595,0.9293666666666667,296.9208551606966,22.84,11.0
10608,0.92928,125.67579552945406,22.87,13.0
10638,0.92908,445.9700794266818,23.03,30.0
10663,0.9289133333333334,213.31250203430653,23.13,25.0
10677,0.92882,281.2030380522752,23.06,14.0
10694,0.9287066666666667,251.18247084933245,22.83,17.0
10707,0.92862,226.15398525928967,22.63,13.0
10733,0.9284466666666666,313.4035636280032,22.72,26.0
10749,0.9283399999999999,364.0237153721393,22.23,16.0
10788,0.92808,308.9551633283282,22.33,39.0
10822,0.9278533333333333,355.04948562437136,22.51,34.0
10885,0.9274333333333333,350.1751955017049,22.92,63.0
10903,0.9273133333333333,365.0148041424524,22.96,18.0
10922,0.9271866666666667,292.6498599028317,22.63,19.0
10957,0.9269533333333333,357.8661713118371,22.71,35.0
10968,0.92688,337.5475110473794,22.57,11.0
10983,0.92678,251.24017634655934,22.64,15.0
11000,0.9266666666666666,95.87509092938232,22.39,17.0
11018,0.9265466666666666,203.4928411247197,22.35,18.0
11030,0.9264666666666667,389.4462816951539,22.12,12.0
11039,0.9264066666666667,471.0290113674648,22.08,9.0
11051,0.9263266666666666,456.28698088063317,22.0,12.0
11070,0.9262,479.0032818416782,22.05,19.0
11107,0.9259533333333333,407.2919976799544,22.06,37.0
11126,0.9258266666666667,355.75891609562285,22.11,19.0
11141,0.9257266666666667,424.51037414392226,21.6,15.0
11158,0.9256133333333333,496.78579241825696,21.66,17.0
11177,0.9254866666666667,520.4462846619036,21.61,19.0
11198,0.9253466666666667,355.9910921781726,21.63,21.0
11213,0.9252466666666667,301.71375956724404,21.65,15.0
11228,0.9251466666666667,278.783914921901,21.64,15.0
11243,0.9250466666666667,149.36980056980056,21.58,15.0
11263,0.9249133333333334,269.39666329463523,21.41,20.0
11308,0.9246133333333333,414.5024267047326,21.68,45.0
11332,0.9244533333333333,159.50450958643637,21.79,24.0
11346,0.92436,357.0510339963152,21.58,14.0
11363,0.9242466666666667,405.6986924906403,21.48,17.0
11394,0.92404,420.8531551826821,21.52,31.0
11432,0.9237866666666666,472.3133354867196,21.77,38.0
11453,0.9236466666666667,413.8415681557631,21.76,21.0
11504,0.9233066666666667,489.76216795417184,21.9,51.0
